what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569464113106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569464159354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1569464169924
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464177575
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464190128
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569464207292
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1569464217826
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464231149
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464242845
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1569464265967
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1569464280805
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464289486
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464312038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1569464317023
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569464318536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569464319752
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1569464325780
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1569464335813
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1569464336448
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1569464339864
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1569464340481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569464342289
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569464342451
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464356643
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464414321
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464429626
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464439493
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464448912
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464457854
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464474616
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464479416
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464511661
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464521565
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1569464531310
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1569464534723
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569464541170
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569464541361
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1569464553872
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1569464555252
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1569464556856
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1569464557667
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1569464559650
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1569464560191
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569464563799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569464563991
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1569464577494
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569464580464
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569464580636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569464585416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569464585561
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569464621633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569464623048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569464623809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569464624176
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569464624719
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569464624946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569464625148
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569464625601
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1569464626891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569464628259
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1569464654538
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1569464655265
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464663781
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464722569
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464732106
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464744531
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569464754001
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569464772797
