what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569529999780
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569530223195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569530231077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569530276921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569530278981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569530326005
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569530338097
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1569530341545
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569530344045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569530357309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569530379782
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1569530382774
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569530391105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569530628146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553457037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553461029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553469817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553471949
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553502717
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1569553509966
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1569553512509
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569553518583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553521543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553524672
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553525491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553525678
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1569553525710
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553535655
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553537050
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553537559
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553549641
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569553557323
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569553557395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553569681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553569978
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1569553569994
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553575867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553579513
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569553581942
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569553581957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553584456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553585922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553586434
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553587612
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1569553587612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553592597
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553595488
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553595560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553608675
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569553618591
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569553618653
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569553839268
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1569553847232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553850043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553852343
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569553854410
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553859888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569553859982
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1569553859998
