what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.datatools.sqltools.debugger.core,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.debugger.core",1569470387226
started,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v201003161000,"org.eclipse.datatools.sqltools.debugger.core.ui",1569470387226
opened,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1569470387601
started,bundle,org.eclipse.datatools.sqltools.common.ui,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.common.ui",1569470387851
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1569470387913
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1569470391194
started,bundle,org.eclipse.datatools.enablement.mysql,1.0.2.v201109022323,"org.eclipse.datatools.enablement.mysql",1569470391225
started,bundle,org.eclipse.datatools.enablement.sap.maxdb,1.0.0.v200906020900,"org.eclipse.datatools.enablement.sap.maxdb",1569470391225
started,bundle,org.eclipse.datatools.modelbase.dbdefinition,1.0.2.v201002130228,"org.eclipse.datatools.modelbase.dbdefinition",1569470391850
started,bundle,org.eclipse.datatools.enablement.sybase.ui,1.0.0.v200906090458,"org.eclipse.datatools.enablement.sybase.ui",1569470392240
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1569470398583
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569470437277
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569470448758
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1569470453242
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569470468363
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569470468457
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569470469816
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1569470521444
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569470596083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569470598770
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569470601410
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569470604440
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569470606893
