what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569095996509
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569095999512
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1569096056685
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569096220642
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569096223551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569096289378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569096290952
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1569096292367
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1569096292467
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569096293919
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569096308422
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569096472445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569097445652
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1569097451264
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1569097451526
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1569097455826
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569097456125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569097461380
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569099362410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569099702890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1569099862746
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1569099890968
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1569099995951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1569100015471
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1569100136802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1569100393529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1569100396068
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1569100397287
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1569100398088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1569100398853
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1569100487102
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569100531503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569100532366
