what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571121230669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571121234491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1571121234507
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1571121237605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571121513529
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571121573212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571121644022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571121646078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571122054301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571122055877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571123013771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571151942185
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571151973482
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571156219180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571157102798
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571159061579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571159069415
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571234903538
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571234903557
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1571234906123
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571234955953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571235352818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571323522846
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1571323533820
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1571323543279
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1571323544501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571323553456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571323558208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571323560017
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571323634921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571323634934
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571323650854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571323651037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571323699305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571323699452
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571323830257
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1571323836632
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571324636837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571324961349
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1571324967125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571324974667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325001078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325028887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325058875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325116157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325121394
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1571325124720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325127180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325153586
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325155448
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325169022
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325172459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325286505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1571325290106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1571325291423
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325293826
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325294011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325296663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325296740
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325298157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325298226
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325298521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325298594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325298830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325298909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325298992
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325299055
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325299626
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325299723
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1571325303829
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1571325305405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1571325308806
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1571325309026
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1571325309266
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1571325310167
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1571325310629
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1571325311342
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1571325314286
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325330385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325364452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325365912
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325397225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325399072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325403308
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1571325404129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1571325405268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325407106
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325407313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325409237
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325409301
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325409830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325409905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325409995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325410061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325410139
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325410205
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1571325413202
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1571325414260
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1571325416054
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325419250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325420521
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325423261
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325497559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325498768
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325503585
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325592805
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325722136
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325799771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325814204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325826413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325857017
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325870242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325886746
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325911625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325969637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571325971691
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571326264852
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1571326281680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571326292195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571326302408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1571326302435
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1571326304307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571326323974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571326401922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571326525966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571326581526
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571326623927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1571326626462
