what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1569668455293
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1569668455293
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1569668455293
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1569668455293
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1569668455293
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1569668455293
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1569668455293
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1569668455293
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1569668455293
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1569668455297
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1569668455297
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1569668455297
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1569668455309
os,sysinfo,,,"win32",1569668455309
arch,sysinfo,,,"x86",1569668455309
ws,sysinfo,,,"win32",1569668455309
locale,sysinfo,,,"en_US",1569668455309
processors,sysinfo,,,"8",1569668455309
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1569668455309
java.runtime.version,sysinfo,,,"1.7.0_17-b02",1569668455309
java.specification.name,sysinfo,,,"Java Platform API Specification",1569668455309
java.specification.vendor,sysinfo,,,"Oracle Corporation",1569668455309
java.specification.version,sysinfo,,,"1.7",1569668455309
java.vendor,sysinfo,,,"Oracle Corporation",1569668455309
java.version,sysinfo,,,"1.7.0_17",1569668455309
java.vm.info,sysinfo,,,"mixed mode",1569668455309
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1569668455309
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1569668455309
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1569668455309
java.vm.specification.version,sysinfo,,,"1.7",1569668455309
java.vm.vendor,sysinfo,,,"Oracle Corporation",1569668455309
java.vm.version,sysinfo,,,"23.7-b01",1569668455309
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1569668455433
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1569668455565
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1569668455649
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1569668455725
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1569668456273
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1569668456329
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1569668456681
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1569668456833
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1569668456989
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1569668457117
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1569668457325
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1569668457481
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1569668457701
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1569668457741
started,bundle,com.android.ide.eclipse.base,23.0.7.2120684,"com.android.ide.eclipse.base",1569668458057
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1569668459789
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1569668459897
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1569668459897
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1569668459901
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1569668460293
started,bundle,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.adt",1569668461665
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1569668462345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569668462529
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1569668462613
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1569668463301
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1569668463421
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1569668463517
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1569668463757
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1569668463793
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1569668464017
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1569668464149
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1569668464257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569668466257
started,bundle,org.eclipse.wb.core.lib,1.8.0.r45x201506110820,"org.eclipse.wb.core.lib",1569668468744
started,bundle,org.eclipse.wb.core,1.8.0.r45x201506110820,"org.eclipse.wb.core",1569668469092
