what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1569482050622
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1569482166630
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1569482177298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569482179430
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569482183414
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1569482183422
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1569482186578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1569482189396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1569482200774
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1569482206126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569482272614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569482335508
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1569482343182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569482344469
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569482370994
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1569482377958
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1569482383253
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1569482385822
executed,command,org.eclipse.datatools.sqltools.sqleditor,1.0.2.v201009230800,"org.eclipse.datatools.sqltools.sqleditor.ExecuteSelectionAction",1569482389890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569482390219
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569482391310
activated,view,org.eclipse.datatools.sqltools.result.ui,1.1.1.v201101140415,"org.eclipse.datatools.sqltools.result.resultView",1569482395971
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1569482400603
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569482517185
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569482611299
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1569482613312
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1569482647771
opened,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1569482692379
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1569482692429
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1569482704450
closed,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1569482704450
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569482709393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569515224254
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1569515224963
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569515226226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1569515229264
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1569515231862
